"#","Time, GMT-04:00","Pressure, inHg, Charles River Weather Station","PAR, uE, Charles River Weather Station","Rain, in, Charles River Weather Station","RH, %, Charles River Weather Station","Wind Speed, mph, Charles River Weather Station","Gust Speed, mph, Charles River Weather Station","DewPt, *F, Charles River Weather Station","Wind Dir, *, Charles River Weather Station","Water Temp, *F, Charles River Weather Station","Temp, *F, Charles River Weather Station Air Temp"
5700,06/09/19 13:50:00,30.299,1926.0,0.0,46.9,0.0,0.0,53.370000000000005,46.0,74.12,74.99
5701,06/09/19 14:00:00,30.29,1889.0,0.0,43.800000000000004,0.0,0.0,52.29,46.0,74.73,75.85000000000001
5702,06/09/19 14:10:00,30.29,1871.0,0.0,43.4,0.0,0.0,52.910000000000004,74.0,74.12,76.81
5703,06/09/19 14:20:00,30.29,1849.0,0.0,41.9,0.0,0.0,52.5,102.0,75.16,77.42
5704,06/09/19 14:30:00,30.296,1819.0,0.0,40.6,0.0,0.0,50.79,101.0,74.99,76.46000000000001
5705,06/09/19 14:40:00,30.287,1776.0,0.0,40.6,0.0,0.0,51.33,112.0,75.07000000000001,77.07000000000001
5706,06/09/19 14:50:00,30.284,1751.0,0.0,38.4,0.0,0.0,51.38,142.0,75.16,78.82000000000001
5707,06/09/19 15:00:00,30.282,1714.0,0.0,38.800000000000004,0.0,0.0,50.730000000000004,145.0,74.64,77.77
5708,06/09/19 15:10:00,30.27,1671.0,0.0,39.300000000000004,0.0,0.0,53.42,157.0,75.59,80.4
5709,06/09/19 15:20:00,30.273,1629.0,0.0,41.2,0.0,0.0,53.49,171.0,75.12,79.04
5710,06/09/19 15:30:00,30.267,1584.0,0.0,35.1,0.0,0.0,49.04,244.0,74.51,78.91
5711,06/09/19 15:40:00,30.267,1536.0,0.0,39.1,0.0,0.0,51.64,263.0,74.99,78.56
5712,06/09/19 15:50:00,30.267,1481.0,0.0,38.9,0.0,0.0,50.99,264.0,74.94,77.99
5713,06/09/19 16:00:00,30.261,1429.0,0.0,39.6,0.0,0.0,52.69,265.0,74.68,79.35000000000001
5714,06/09/19 16:10:00,30.261,1374.0,0.0,38.9,0.0,0.0,51.27,254.0,74.64,78.3
5715,06/09/19 16:20:00,30.27,1321.0,0.0,40.6,0.0,0.0,52.47,256.0,74.81,78.34
5716,06/09/19 16:30:00,30.267,1261.0,0.0,38.800000000000004,0.0,0.0,52.410000000000004,251.0,74.86,79.66
5717,06/09/19 16:40:00,30.258,1204.0,0.0,39.1,0.0,0.0,52.34,230.0,75.33,79.35000000000001
5718,06/09/19 16:50:00,30.267,1144.0,0.0,39.4,0.0,0.0,53.02,240.0,74.51,79.88
5719,06/09/19 17:00:00,30.264,1084.0,0.0,37.4,0.0,0.0,51.88,248.0,75.12,80.18
5720,06/09/19 17:10:00,30.261,319.0,0.0,37.7,0.0,0.0,52.96,219.0,75.2,81.16
5721,06/09/19 17:20:00,30.261,946.0,0.0,36.300000000000004,0.0,0.0,50.56,233.0,75.16,79.61
5722,06/09/19 17:30:00,30.264,891.0,0.0,36.7,0.0,0.0,51.09,232.0,75.25,79.88
5723,06/09/19 17:40:00,30.261,829.0,0.0,35.9,0.0,0.0,50.15,204.0,75.25,79.48
5724,06/09/19 17:50:00,30.261,196.0,0.0,35.7,0.0,0.0,50.08,195.0,75.03,79.57000000000001
5725,06/09/19 18:00:00,30.264,149.0,0.0,37.300000000000004,0.0,0.0,51.49,204.0,75.12,79.83
5726,06/09/19 18:10:00,30.267,154.0,0.0,43.1,0.0,0.0,53.31,223.0,75.03,77.47
5727,06/09/19 18:20:00,30.264,489.0,0.0,46.2,0.0,0.0,54.86,241.0,74.81,77.07000000000001
5728,06/09/19 18:30:00,30.264,494.0,0.0,40.2,0.0,0.0,50.99,225.0,74.73,76.99
5729,06/09/19 18:40:00,30.267,336.0,0.0,40.1,0.0,0.0,51.43,216.0,74.73,77.55
5730,06/09/19 18:50:00,30.267,389.0,0.0,41.0,0.0,0.0,51.13,206.0,74.73,76.55
5731,06/09/19 19:00:00,30.27,316.0,0.0,43.6,0.0,0.0,51.15,236.0,74.73,74.73
5732,06/09/19 19:10:00,30.27,191.0,0.0,43.6,0.0,0.0,50.84,239.0,74.55,74.38
5733,06/09/19 19:20:00,30.276,171.0,0.0,41.6,0.0,0.0,49.46,229.0,74.51,74.25
5734,06/09/19 19:30:00,30.273,69.0,0.0,40.800000000000004,0.0,0.0,47.85,211.0,74.55,73.04
5735,06/09/19 19:40:00,30.276,51.0,0.0,40.2,0.0,0.0,47.230000000000004,213.0,74.55,72.78
5736,06/09/19 19:50:00,30.27,36.0,0.0,41.300000000000004,0.0,0.0,47.21,201.0,74.51,71.96000000000001
5737,06/09/19 20:00:00,30.273,29.0,0.0,40.7,0.0,0.0,46.51,197.0,74.42,71.62
5738,06/09/19 20:10:00,30.276,16.0,0.0,40.800000000000004,0.0,0.0,46.0,209.0,74.38,70.97
5739,06/09/19 20:20:00,30.276,6.0,0.0,40.4,0.0,0.0,45.28,201.0,74.34,70.46000000000001
5740,06/09/19 20:30:00,30.273,1.0,0.0,38.4,0.0,0.0,43.52,204.0,74.16,69.99
5741,06/09/19 20:40:00,30.276,1.0,0.0,38.800000000000004,0.0,0.0,43.64,209.0,74.25,69.81
5742,06/09/19 20:50:00,30.282,1.0,0.0,39.5,0.0,0.0,43.84,205.0,74.21000000000001,69.51
5743,06/09/19 21:00:00,30.279,1.0,0.0,42.9,0.0,0.0,45.62,195.0,73.99,69.08
5744,06/09/19 21:10:00,30.284,1.0,0.0,44.300000000000004,0.0,0.0,46.2,205.0,73.99,68.78
5745,06/09/19 21:20:00,30.282,1.0,0.0,42.7,0.0,0.0,44.96,194.0,73.9,68.48
5746,06/09/19 21:30:00,30.29,1.0,0.0,43.800000000000004,0.0,0.0,45.28,206.0,73.86,68.1
5747,06/09/19 21:40:00,30.293,1.0,0.0,43.800000000000004,0.0,0.0,45.050000000000004,202.0,73.86,67.84
5748,06/09/19 21:50:00,30.296,1.0,0.0,46.9,0.0,0.0,46.7,230.0,73.65,67.67
5749,06/09/19 22:00:00,30.296,1.0,0.0,44.6,0.0,0.0,44.94,223.0,73.47,67.2
5750,06/09/19 22:10:00,30.296,1.0,0.0,42.800000000000004,0.0,0.0,43.7,220.0,73.39,67.03
5751,06/09/19 22:20:00,30.293,1.0,0.0,42.0,0.0,0.0,42.87,215.0,73.39,66.64
5752,06/09/19 22:30:00,30.293,1.0,0.0,45.5,0.0,0.0,44.92,218.0,73.3,66.6
5753,06/09/19 22:40:00,30.293,1.0,0.0,42.7,0.0,0.0,42.410000000000004,218.0,73.21000000000001,65.66
5754,06/09/19 22:50:00,30.293,1.0,0.0,49.6,0.0,0.0,46.26,229.0,73.17,65.57000000000001
5755,06/09/19 23:00:00,30.296,1.0,0.0,50.9,0.0,0.0,46.35,237.0,73.0,64.93
5756,06/09/19 23:10:00,30.296,1.0,0.0,49.9,0.0,0.0,45.43,229.0,72.95,64.5
5757,06/09/19 23:20:00,30.293,1.0,0.0,48.9,0.0,0.0,44.43,218.0,72.91,63.99
5758,06/09/19 23:30:00,30.293,1.0,0.0,50.6,0.0,0.0,45.25,227.0,72.87,63.9
5759,06/09/19 23:40:00,30.284,1.0,0.0,50.4,0.0,0.0,44.95,227.0,72.74,63.690000000000005
5760,06/09/19 23:50:00,30.284,1.0,0.0,53.300000000000004,0.0,0.0,46.5,232.0,72.74,63.78
5761,06/10/19 00:00:00,30.284,1.0,0.0,54.1,0.0,0.0,46.46,233.0,72.74,63.300000000000004
5762,06/10/19 00:10:00,30.287,1.0,0.0,56.300000000000004,0.0,0.0,47.68,233.0,72.57000000000001,63.480000000000004
5763,06/10/19 00:20:00,30.279,1.0,0.0,53.9,0.0,0.0,45.6,216.0,72.57000000000001,62.49
5764,06/10/19 00:30:00,30.279,1.0,0.0,55.0,0.0,0.0,46.02,222.0,72.48,62.36
5765,06/10/19 00:40:00,30.276,1.0,0.0,54.7,0.0,0.0,45.910000000000004,232.0,72.31,62.4
5766,06/10/19 00:50:00,30.27,1.0,0.0,56.4,0.0,0.0,46.36,218.0,72.22,62.02
5767,06/10/19 01:00:00,30.273,1.0,0.0,56.0,0.0,0.0,46.050000000000004,218.0,72.09,61.89
5768,06/10/19 01:10:00,30.267,1.0,0.0,59.0,0.0,0.0,47.68,229.0,72.01,62.15
5769,06/10/19 01:20:00,30.27,1.0,0.0,57.300000000000004,0.0,0.0,46.7,232.0,71.96000000000001,61.93
5770,06/10/19 01:30:00,30.267,1.0,0.0,56.6,0.0,0.0,46.18,230.0,71.92,61.72
5771,06/10/19 01:40:00,30.267,1.0,0.0,61.6,0.0,0.0,48.59,232.0,71.92,61.89
5772,06/10/19 01:50:00,30.267,1.0,0.0,60.9,0.0,0.0,48.08,244.0,71.96000000000001,61.68
5773,06/10/19 02:00:00,30.264,1.0,0.0,62.6,0.0,0.0,49.18,253.0,71.88,62.06
5774,06/10/19 02:10:00,30.264,1.0,0.0,63.6,0.0,0.0,49.57,253.0,71.83,62.02
5775,06/10/19 02:20:00,30.261,1.0,0.0,62.4,0.0,0.0,48.77,248.0,71.79,61.72
5776,06/10/19 02:30:00,30.261,1.0,0.0,60.4,0.0,0.0,47.46,234.0,71.71000000000001,61.25
5777,06/10/19 02:40:00,30.258,1.0,0.0,59.5,0.0,0.0,46.7,227.0,71.75,60.86
5778,06/10/19 02:50:00,30.255,1.0,0.0,59.5,0.0,0.0,46.86,233.0,71.66,61.03
5779,06/10/19 03:00:00,30.252,1.0,0.0,60.9,0.0,0.0,47.68,237.0,71.58,61.25
5780,06/10/19 03:10:00,30.258,1.0,0.0,62.4,0.0,0.0,48.28,246.0,71.58,61.2
5781,06/10/19 03:20:00,30.258,1.0,0.0,62.4,0.0,0.0,48.33,251.0,71.49,61.25
5782,06/10/19 03:30:00,30.255,1.0,0.0,60.300000000000004,0.0,0.0,47.050000000000004,250.0,71.4,60.86
5783,06/10/19 03:40:00,30.255,1.0,0.0,61.7,0.0,0.0,47.58,244.0,71.4,60.78
5784,06/10/19 03:50:00,30.249000000000002,1.0,0.0,62.1,0.0,0.0,47.39,230.0,71.4,60.39
5785,06/10/19 04:00:00,30.243000000000002,1.0,0.0,61.5,0.0,0.0,47.37,244.0,71.4,60.65
5786,06/10/19 04:10:00,30.240000000000002,1.0,0.0,62.800000000000004,0.0,0.0,48.050000000000004,247.0,71.4,60.78
5787,06/10/19 04:20:00,30.240000000000002,1.0,0.0,62.2,0.0,0.0,47.51,247.0,71.36,60.47
5788,06/10/19 04:30:00,30.240000000000002,1.0,0.0,64.8,0.0,0.0,48.6,247.0,71.32000000000001,60.47
5789,06/10/19 04:40:00,30.240000000000002,1.0,0.0,64.5,0.0,0.0,48.6,243.0,71.15,60.6
5790,06/10/19 04:50:00,30.243000000000002,1.0,0.0,66.4,0.0,0.0,49.09,243.0,71.19,60.300000000000004
5791,06/10/19 05:00:00,30.246000000000002,1.0,0.0,65.7,0.0,0.0,48.52,230.0,71.23,60.0
5792,06/10/19 05:10:00,30.246000000000002,11.0,0.0,66.3,0.0,0.0,48.52,237.0,71.19,59.74
5793,06/10/19 05:20:00,30.249000000000002,29.0,0.0,66.8,0.0,0.0,49.050000000000004,240.0,71.15,60.09
5794,06/10/19 05:30:00,30.243000000000002,46.0,0.0,66.1,0.0,0.0,48.85,248.0,71.19,60.17
5795,06/10/19 05:40:00,30.246000000000002,71.0,0.0,67.4,0.0,0.0,49.370000000000005,246.0,71.23,60.17
5796,06/10/19 05:50:00,30.243000000000002,89.0,0.0,68.2,0.0,0.0,49.64,232.0,71.15,60.13
5797,06/10/19 06:00:00,30.237000000000002,109.0,0.0,68.0,0.0,0.0,49.480000000000004,239.0,71.15,60.050000000000004
5798,06/10/19 06:10:00,30.240000000000002,254.0,0.0,67.6,0.0,0.0,49.45,241.0,71.10000000000001,60.17
5799,06/10/19 06:20:00,30.237000000000002,364.0,0.0,69.10000000000001,0.0,0.0,50.78,246.0,71.19,60.95
5800,06/10/19 06:30:00,30.234,421.0,0.0,69.9,0.0,0.0,51.46,246.0,71.19,61.33
5801,06/10/19 06:40:00,30.234,501.0,0.0,69.8,0.0,0.0,51.67,247.0,71.23,61.59
5802,06/10/19 06:50:00,30.234,534.0,0.0,70.8,0.0,0.0,52.26,243.0,71.23,61.800000000000004
5803,06/10/19 07:00:00,30.234,539.0,0.0,71.2,0.0,0.0,52.7,232.0,71.27,62.1
5804,06/10/19 07:10:00,30.237000000000002,709.0,0.0,73.2,0.0,0.0,54.160000000000004,240.0,71.32000000000001,62.83
5805,06/10/19 07:20:00,30.240000000000002,684.0,0.0,72.7,0.0,0.0,54.300000000000004,239.0,71.36,63.18
5806,06/10/19 07:30:00,30.231,849.0,0.0,71.2,0.0,0.0,55.13,232.0,71.4,64.63
5807,06/10/19 07:40:00,30.228,829.0,0.0,68.8,0.0,0.0,54.14,190.0,71.49,64.59
5808,06/10/19 07:50:00,30.225,864.0,0.0,69.60000000000001,0.0,0.0,54.63,209.0,71.58,64.76
5809,06/10/19 08:00:00,30.217000000000002,1039.0,0.0,69.60000000000001,0.0,0.0,55.04,216.0,71.62,65.19
5810,06/10/19 08:10:00,30.22,1139.0,0.0,67.9,0.0,0.0,55.46,205.0,71.66,66.34
5811,06/10/19 08:20:00,30.22,749.0,0.0,66.4,0.0,0.0,54.84,202.0,71.71000000000001,66.34
5812,06/10/19 08:30:00,30.22,1221.0,0.0,63.6,0.0,0.0,54.84,192.0,71.75,67.59
5813,06/10/19 08:40:00,30.217000000000002,1229.0,0.0,61.800000000000004,0.0,0.0,52.96,212.0,71.88,66.43
5814,06/10/19 08:50:00,30.214000000000002,1276.0,0.0,61.7,0.0,0.0,54.09,239.0,71.88,67.67
5815,06/10/19 09:00:00,30.208000000000002,1429.0,0.0,61.4,0.0,0.0,53.83,234.0,72.01,67.54
5816,06/10/19 09:10:00,30.211000000000002,1266.0,0.0,60.6,0.0,0.0,53.550000000000004,246.0,72.05,67.63
5817,06/10/19 09:20:00,30.205000000000002,1419.0,0.0,58.6,0.0,0.0,54.81,229.0,72.09,69.94
5818,06/10/19 09:30:00,30.193,1471.0,0.0,52.0,0.0,0.0,52.980000000000004,149.0,72.22,71.49
5819,06/10/19 09:40:00,30.19,1439.0,0.0,55.300000000000004,0.0,0.0,53.1,277.0,72.18,69.81
5820,06/10/19 09:50:00,30.193,1636.0,0.0,57.4,0.0,0.0,55.85,164.0,72.22,71.66
5821,06/10/19 10:00:00,30.196,1686.0,0.0,57.1,0.0,0.0,56.35,153.0,72.44,72.35000000000001
5822,06/10/19 10:10:00,30.196,1634.0,0.0,60.300000000000004,0.0,0.0,57.300000000000004,138.0,72.44,71.75
5823,06/10/19 10:20:00,30.19,1799.0,0.0,58.5,0.0,0.0,56.78,135.0,72.7,72.09
5824,06/10/19 10:30:00,30.184,1891.0,0.0,57.800000000000004,0.0,0.0,55.32,140.0,73.13,70.89
5825,06/10/19 10:40:00,30.181,1869.0,0.0,61.2,0.0,0.0,55.97,100.0,73.39,69.9
5826,06/10/19 10:50:00,30.181,2021.0,0.0,57.9,0.0,0.0,55.04,115.0,73.60000000000001,70.54
5827,06/10/19 11:00:00,30.181,2094.0,0.0,58.6,0.0,0.0,55.86,83.0,73.60000000000001,71.06
5828,06/10/19 11:10:00,30.184,696.0,0.0,57.5,0.0,0.0,54.61,65.0,73.47,70.29
5829,06/10/19 11:20:00,30.178,1814.0,0.0,59.5,0.0,0.0,56.44,76.0,73.47,71.23
5830,06/10/19 11:30:00,30.178,1734.0,0.0,57.6,0.0,0.0,55.74,80.0,73.82000000000001,71.45
5831,06/10/19 11:40:00,30.175,2011.0,0.0,56.9,0.0,0.0,55.370000000000005,91.0,74.21000000000001,71.4
5832,06/10/19 11:50:00,30.169,1639.0,0.0,57.1,0.0,0.0,55.54,70.0,73.43,71.49
5833,06/10/19 12:00:00,30.163,2026.0,0.0,56.0,0.0,0.0,54.730000000000004,76.0,74.64,71.19
5834,06/10/19 12:10:00,30.16,1366.0,0.0,56.6,0.0,0.0,54.94,69.0,73.99,71.10000000000001
5835,06/10/19 12:20:00,30.163,1426.0,0.0,60.6,0.0,0.0,55.730000000000004,77.0,74.42,69.94
5836,06/10/19 12:30:00,30.16,1496.0,0.0,62.0,0.0,0.0,55.800000000000004,87.0,74.68,69.34
5837,06/10/19 12:40:00,30.157,1359.0,0.0,61.4,0.0,0.0,55.21,95.0,74.42,69.0
5838,06/10/19 12:50:00,30.155,1606.0,0.0,60.800000000000004,0.0,0.0,54.53,86.0,74.21000000000001,68.57000000000001
5839,06/10/19 13:00:00,30.157,2119.0,0.0,58.4,0.0,0.0,54.96,105.0,73.69,70.2
5840,06/10/19 13:10:00,30.152,1864.0,0.0,59.300000000000004,0.0,0.0,55.18,102.0,74.68,69.99
5841,06/10/19 13:20:00,30.149,2056.0,0.0,59.0,0.0,0.0,55.96,98.0,74.73,70.97
5842,06/10/19 13:30:00,30.146,2071.0,0.0,59.6,0.0,0.0,56.89,76.0,74.86,71.66
5843,06/10/19 13:40:00,30.134,1939.0,0.0,60.4,0.0,0.0,57.34,88.0,74.55,71.75
5844,06/10/19 13:50:00,30.122,1904.0,0.0,58.4,0.0,0.0,57.42,88.0,74.42,72.83
5845,06/10/19 14:00:00,30.116,1979.0,0.0,60.300000000000004,0.0,0.0,59.65,81.0,75.03,74.25
5846,06/10/19 14:10:00,30.11,1816.0,0.0,61.1,0.0,0.0,58.96,70.0,74.94,73.13
5847,06/10/19 14:20:00,30.107,2064.0,0.0,60.300000000000004,0.0,0.0,59.61,67.0,75.38,74.21000000000001
5848,06/10/19 14:30:00,30.107,2081.0,0.0,62.300000000000004,0.0,0.0,60.480000000000004,60.0,75.42,74.16
5849,06/10/19 14:40:00,30.098,1901.0,0.0,60.9,0.0,0.0,60.13,81.0,75.2,74.47
5850,06/10/19 14:50:00,30.101,649.0,0.0,63.300000000000004,0.0,0.0,60.44,94.0,75.16,73.65
5851,06/10/19 15:00:00,30.104,1089.0,0.0,66.2,0.0,0.0,60.68,91.0,74.68,72.57000000000001
5852,06/10/19 15:10:00,30.09,1949.0,0.0,64.4,0.0,0.0,60.85,83.0,74.77,73.56
5853,06/10/19 15:20:00,30.087,1594.0,0.0,63.2,0.0,0.0,61.22,79.0,74.60000000000001,74.51
5854,06/10/19 15:30:00,30.084,1199.0,0.0,61.9,0.0,0.0,60.38,77.0,74.34,74.25
5855,06/10/19 15:40:00,30.081,1524.0,0.0,61.2,0.0,0.0,61.04,60.0,74.08,75.29
5856,06/10/19 15:50:00,30.078,1181.0,0.0,59.0,0.0,0.0,60.5,72.0,74.12,75.81
5857,06/10/19 16:00:00,30.078,1101.0,0.0,57.6,0.0,0.0,59.99,60.0,74.08,75.98
5858,06/10/19 16:10:00,30.072,954.0,0.0,56.4,0.0,0.0,59.6,53.0,73.73,76.2
5859,06/10/19 16:20:00,30.066,1464.0,0.0,53.7,0.0,0.0,59.68,55.0,73.77,77.77
5860,06/10/19 16:30:00,30.063000000000002,1311.0,0.0,50.1,0.0,0.0,59.51,183.0,73.86,79.7
5861,06/10/19 16:40:00,30.060000000000002,1311.0,0.0,43.300000000000004,0.0,0.0,56.72,178.0,74.08,81.11
5862,06/10/19 16:50:00,30.057000000000002,694.0,0.0,43.6,0.0,0.0,55.52,173.0,73.99,79.57000000000001
5863,06/10/19 17:00:00,30.054000000000002,1041.0,0.0,46.0,0.0,0.0,57.2,178.0,73.9,79.79
5864,06/10/19 17:10:00,30.048000000000002,521.0,0.0,47.9,0.0,0.0,58.050000000000004,184.0,74.12,79.48
5865,06/10/19 17:20:00,30.045,454.0,0.0,57.0,0.0,0.0,59.81,107.0,74.25,76.12
5866,06/10/19 17:30:00,30.045,784.0,0.0,59.4,0.0,0.0,61.96,83.0,74.16,77.16
5867,06/10/19 17:40:00,30.042,801.0,0.0,62.300000000000004,0.0,0.0,62.33,67.0,74.08,76.12
5868,06/10/19 17:50:00,30.039,431.0,0.0,61.300000000000004,0.0,0.0,62.6,108.0,73.9,76.9
5869,06/10/19 18:00:00,30.039,396.0,0.0,62.6,0.0,0.0,64.56,140.0,74.03,78.34
5870,06/10/19 18:10:00,30.039,324.0,0.0,66.1,0.0,0.0,64.84,167.0,74.03,76.99
5871,06/10/19 18:20:00,30.039,261.0,0.0,66.8,0.0,0.0,65.14,201.0,74.08,76.99
5872,06/10/19 18:30:00,30.036,181.0,0.0,67.6,0.0,0.0,64.95,156.0,73.95,76.42
5873,06/10/19 18:40:00,30.031000000000002,396.0,0.0,68.9,0.0,0.0,65.5,175.0,73.82000000000001,76.42
5874,06/10/19 18:50:00,30.036,136.0,0.0,67.5,0.0,0.0,64.86,174.0,73.69,76.38
5875,06/10/19 19:00:00,30.036,96.0,0.0,70.10000000000001,0.0,0.0,65.04,164.0,73.60000000000001,75.42
5876,06/10/19 19:10:00,30.031000000000002,71.0,0.0,72.10000000000001,0.0,0.0,65.18,171.0,73.56,74.73
5877,06/10/19 19:20:00,30.028000000000002,44.0,0.0,71.5,0.0,0.0,63.86,154.0,73.47,73.60000000000001
5878,06/10/19 19:30:00,30.031000000000002,56.0,0.0,72.60000000000001,0.0,0.0,63.76,132.0,73.34,73.04
5879,06/10/19 19:40:00,30.028000000000002,36.0,0.0,72.8,0.0,0.0,63.79,140.0,73.3,73.0
5880,06/10/19 19:50:00,30.025000000000002,24.0,0.0,73.5,0.0,0.0,63.86,142.0,73.3,72.78
5881,06/10/19 20:00:00,30.025000000000002,9.0,0.0,74.10000000000001,0.0,0.0,63.39,115.0,73.17,72.05
5882,06/10/19 20:10:00,30.031000000000002,4.0,0.0,73.9,0.0,0.0,63.02,126.0,73.17,71.75
5883,06/10/19 20:20:00,30.022000000000002,4.0,0.0,74.60000000000001,0.0,0.0,63.25,126.0,73.0,71.71000000000001
5884,06/10/19 20:30:00,30.022000000000002,1.0,0.0,75.60000000000001,0.0,0.0,63.29,125.0,73.0,71.36
5885,06/10/19 20:40:00,30.016000000000002,1.0,0.0,75.7,0.0,0.0,62.910000000000004,133.0,72.95,70.93
5886,06/10/19 20:50:00,30.013,1.0,0.0,76.8,0.0,0.0,63.08,119.0,72.95,70.67
5887,06/10/19 21:00:00,30.007,1.0,0.0,77.8,0.0,0.0,63.36,90.0,72.78,70.59
5888,06/10/19 21:10:00,30.007,1.0,0.0,77.8,0.0,0.0,63.24,101.0,72.7,70.46000000000001
5889,06/10/19 21:20:00,30.004,1.0,0.0,78.7,0.0,0.0,62.9,88.0,72.65,69.77
5890,06/10/19 21:30:00,30.01,1.0,0.0,79.5,0.0,0.0,62.68,80.0,72.61,69.26
5891,06/10/19 21:40:00,30.004,1.0,0.0,80.60000000000001,0.0,0.0,62.95,115.0,72.52,69.13
5892,06/10/19 21:50:00,30.001,1.0,0.0,81.7,0.0,0.0,62.92,90.0,72.48,68.7
5893,06/10/19 22:00:00,29.995,1.0,0.0,82.4,0.0,0.0,63.08,104.0,72.39,68.61
5894,06/10/19 22:10:00,29.995,1.0,0.0,83.5,0.0,0.0,62.57,80.0,72.39,67.71000000000001
5895,06/10/19 22:20:00,29.995,1.0,0.0,84.3,0.0,0.0,62.59,87.0,72.35000000000001,67.46000000000001
5896,06/10/19 22:30:00,29.992,1.0,0.0,84.8,0.0,0.0,62.09,93.0,72.22,66.77
5897,06/10/19 22:40:00,29.986,1.0,0.0,85.5,0.0,0.0,62.620000000000005,102.0,72.18,67.07000000000001
5898,06/10/19 22:50:00,29.986,1.0,0.0,86.7,0.0,0.0,63.77,107.0,72.01,67.84
5899,06/10/19 23:00:00,29.98,1.0,0.0,87.4,0.0,0.0,64.05,102.0,71.92,67.88
5900,06/10/19 23:10:00,29.98,1.0,0.0,87.9,0.0,0.0,63.7,140.0,72.01,67.37
5901,06/10/19 23:20:00,29.974,1.0,0.0,89.10000000000001,0.0,0.0,62.86,87.0,72.01,66.13
5902,06/10/19 23:30:00,29.971,1.0,0.0,90.4,0.0,0.0,62.980000000000004,97.0,71.88,65.83
5903,06/10/19 23:40:00,29.966,1.0,0.0,91.10000000000001,0.0,0.0,63.54,91.0,71.75,66.17
5904,06/10/19 23:50:00,29.96,1.0,0.0,91.8,0.0,0.0,63.38,72.0,71.58,65.79
5905,06/11/19 00:00:00,29.954,1.0,0.0,92.60000000000001,0.0,0.0,63.71,87.0,71.66,65.87
5906,06/11/19 00:10:00,29.951,1.0,0.01,93.10000000000001,0.0,0.0,64.29,107.0,71.4,66.3
5907,06/11/19 00:20:00,29.945,1.0,0.01,93.7,0.0,0.0,64.05,101.0,71.32000000000001,65.87
5908,06/11/19 00:30:00,29.942,1.0,0.02,94.3,0.0,0.0,64.19,70.0,71.23,65.83
5909,06/11/19 00:40:00,29.939,1.0,0.02,94.60000000000001,0.0,0.0,63.940000000000005,84.0,67.8,65.49
5910,06/11/19 00:50:00,29.93,1.0,0.02,94.7,0.0,0.0,63.76,81.0,66.69,65.27
5911,06/11/19 01:00:00,29.93,1.0,0.03,95.3,0.0,0.0,63.550000000000004,77.0,66.09,64.89
5912,06/11/19 01:10:00,29.924,1.0,0.01,95.7,0.0,0.0,63.25,67.0,65.57000000000001,64.46000000000001
5913,06/11/19 01:20:00,29.921,1.0,0.02,95.9,0.0,0.0,63.9,81.0,65.74,65.06
5914,06/11/19 01:30:00,29.915,1.0,0.03,95.8,0.0,0.0,64.64,102.0,66.09,65.83
5915,06/11/19 01:40:00,29.912,1.0,0.03,97.10000000000001,0.0,0.0,64.56,81.0,66.17,65.36
5916,06/11/19 01:50:00,29.901,1.0,0.03,96.7,0.0,0.0,65.72,94.0,66.86,66.64
5917,06/11/19 02:00:00,29.895,1.0,0.03,97.10000000000001,0.0,0.0,66.95,131.0,67.5,67.76
5918,06/11/19 02:10:00,29.889,1.0,0.02,97.0,0.0,0.0,67.6,163.0,68.1,68.44
5919,06/11/19 02:20:00,29.886,1.0,0.01,97.0,0.0,0.0,67.86,163.0,68.14,68.7
5920,06/11/19 02:30:00,29.877,1.0,0.0,97.2,0.0,0.0,68.01,153.0,68.36,68.78
5921,06/11/19 02:40:00,29.868000000000002,1.0,0.0,97.4,0.0,0.0,68.15,159.0,68.31,68.87
5922,06/11/19 02:50:00,29.868000000000002,1.0,0.0,97.2,0.0,0.0,68.18,166.0,68.23,68.96000000000001
5923,06/11/19 03:00:00,29.865000000000002,1.0,0.01,97.10000000000001,0.0,0.0,68.1,154.0,68.23,68.91
5924,06/11/19 03:10:00,29.862000000000002,1.0,0.0,97.3,0.0,0.0,68.16,163.0,68.14,68.91
5925,06/11/19 03:20:00,29.853,1.0,0.0,97.3,0.0,0.0,68.08,157.0,68.14,68.83
5926,06/11/19 03:30:00,29.847,1.0,0.0,97.60000000000001,0.0,0.0,68.13,152.0,68.27,68.78
5927,06/11/19 03:40:00,29.844,1.0,0.0,97.7,0.0,0.0,68.2,154.0,68.27,68.83
5928,06/11/19 03:50:00,29.839000000000002,1.0,0.0,97.8,0.0,0.0,68.14,163.0,68.14,68.74
5929,06/11/19 04:00:00,29.833000000000002,1.0,0.0,97.8,0.0,0.0,67.97,161.0,68.23,68.57000000000001
5930,06/11/19 04:10:00,29.833000000000002,1.0,0.01,97.8,0.0,0.0,67.8,160.0,67.93,68.4
5931,06/11/19 04:20:00,29.827,1.0,0.01,97.8,0.0,0.0,67.76,153.0,67.88,68.36
5932,06/11/19 04:30:00,29.821,1.0,0.0,97.9,0.0,0.0,67.7,154.0,67.71000000000001,68.27
5933,06/11/19 04:40:00,29.821,1.0,0.0,97.8,0.0,0.0,67.63,164.0,67.71000000000001,68.23
5934,06/11/19 04:50:00,29.815,1.0,0.0,97.8,0.0,0.0,67.67,163.0,67.76,68.27
5935,06/11/19 05:00:00,29.812,1.0,0.0,97.8,0.0,0.0,67.59,156.0,67.84,68.18
